job_title,job_description,location,city,state,zip_code,apply_url,company_name,companydescription,uniq_id,crawl_timestamp,job_board,job_id,department,requirements,benefits,telecommuting,has_company_logo,has_questions,function,fraudulent,job_type,Full Time,I.T
474,5607,42,0,0,0,0,0,0,0,0,0,17801,1054,9271,4080,1,0,0,1,1,0,0,0
5167,3641,1425,0,0,0,0,0,0,0,0,0,2009,1197,2917,4080,0,0,0,7,1,0,0,0
10281,1451,2595,0,0,0,0,0,0,0,0,0,537,1054,9893,4080,0,0,0,18,1,0,0,0
4243,3113,2875,0,0,0,0,0,0,0,0,0,1655,1054,6601,5253,0,1,0,12,1,0,0,0
5512,12502,2112,0,0,0,0,0,0,0,0,0,9751,1054,11555,677,0,0,0,18,1,0,0,0
2121,597,1670,0,0,0,0,0,0,0,0,0,17686,1054,2584,1099,0,0,1,18,1,0,0,0
355,13388,2493,0,0,0,0,0,0,0,0,0,17674,1054,3655,4877,0,1,0,5,1,0,0,0
9570,9266,1579,0,0,0,0,0,0,0,0,0,2367,434,2922,4258,0,1,1,12,1,0,0,0
2432,832,2130,0,0,0,0,0,0,0,0,0,17765,1054,9893,4080,0,0,0,18,1,0,0,0
4456,12038,428,0,0,0,0,0,0,0,0,0,17699,1054,7826,4516,0,0,1,18,1,0,0,0
454,836,2304,0,0,0,0,0,0,0,0,0,17689,80,30,71,0,1,1,18,1,0,0,0
441,13095,2779,0,0,0,0,0,0,0,0,0,7654,1054,4444,4080,1,0,0,1,1,0,0,0
1250,3114,2875,0,0,0,0,0,0,0,0,0,9257,434,6574,5253,0,0,0,9,1,0,0,0
10462,13095,1405,0,0,0,0,0,0,0,0,0,17532,1054,4444,4080,1,0,0,1,1,0,0,0
8382,6244,38,0,0,0,0,0,0,0,0,0,17828,1071,10412,5624,0,0,1,18,1,0,0,0
8502,505,2094,0,0,0,0,0,0,0,0,0,11628,1073,4767,348,0,1,0,31,1,0,0,0
3060,55,1735,0,0,0,0,0,0,0,0,0,5441,1054,2655,5757,0,1,1,18,1,0,0,0
2432,832,1876,0,0,0,0,0,0,0,0,0,2209,1054,9893,4080,0,0,0,18,1,0,0,0
6627,3109,2875,0,0,0,0,0,0,0,0,0,9356,434,8648,5183,0,0,0,12,1,0,0,0
355,13388,2493,0,0,0,0,0,0,0,0,0,17674,1054,3655,4877,0,1,0,5,1,0,0,0
476,4435,2001,0,0,0,0,0,0,0,0,0,17788,1054,9893,4080,0,0,0,18,1,0,0,0
7250,14569,1412,0,0,0,0,0,0,0,0,0,9831,849,7291,5477,0,1,1,23,1,0,0,0
11044,13675,1487,0,0,0,0,0,0,0,0,0,8393,1054,10841,5950,0,0,0,18,1,0,0,0
2250,9640,1249,0,0,0,0,0,0,0,0,0,17645,1054,2654,3177,0,0,1,23,1,0,0,0
2431,561,2875,0,0,0,0,0,0,0,0,0,17656,1054,5629,4248,0,1,0,7,1,0,0,0
7107,12038,3021,0,0,0,0,0,0,0,0,0,17706,1054,7826,4518,0,0,0,18,1,0,0,0
450,13428,1478,0,0,0,0,0,0,0,0,0,5413,1054,6010,4080,0,0,0,1,1,0,0,0
2837,1464,1709,0,0,0,0,0,0,0,0,0,17778,1054,9893,4080,0,0,0,18,1,0,0,0
7828,1466,1249,0,0,0,0,0,0,0,0,0,17582,1054,9893,4080,0,0,0,18,1,0,0,0
65,13901,1249,0,0,0,0,0,0,0,0,0,17752,79,5832,4080,1,0,0,18,1,0,0,0
9058,8677,911,0,0,0,0,0,0,0,0,0,9845,651,7336,5389,0,1,1,12,1,0,0,1
6583,4710,1543,0,0,0,0,0,0,0,0,0,5600,1054,3228,4080,0,0,0,1,1,0,0,0
6441,1699,1841,0,0,0,0,0,0,0,0,0,17711,1054,1558,3826,0,0,0,22,1,0,0,0
752,11018,38,0,0,0,0,0,0,0,0,0,17579,1054,11460,6024,0,0,1,18,1,0,0,0
5243,572,3022,0,0,0,0,0,0,0,0,0,17702,1054,2443,4080,0,0,0,18,1,0,0,0
355,13388,2515,0,0,0,0,0,0,0,0,0,5744,1054,3655,4877,0,1,0,5,1,0,0,0
2258,8969,2902,0,0,0,0,0,0,0,0,0,17738,1054,3881,5906,0,0,0,7,1,0,0,0
1363,11937,2377,0,0,0,0,0,0,0,0,0,17512,1054,2596,4080,0,1,0,18,1,0,0,0
11143,14486,2094,0,0,0,0,0,0,0,0,0,17783,1291,287,1666,0,0,0,1,1,0,0,0
2432,832,1997,0,0,0,0,0,0,0,0,0,17593,1054,9893,4080,0,0,0,18,1,0,0,0
6587,2427,1808,0,0,0,0,0,0,0,0,0,17796,1054,8688,2590,0,0,0,1,1,0,0,0
5853,10922,1728,0,0,0,0,0,0,0,0,0,4650,1054,2657,4164,0,1,0,18,1,0,0,0
11154,13902,1636,0,0,0,0,0,0,0,0,0,3345,1291,9471,932,0,0,0,7,1,0,0,0
7102,3375,2001,0,0,0,0,0,0,0,0,0,17754,1054,423,1004,0,0,0,1,1,0,0,0
2432,832,2027,0,0,0,0,0,0,0,0,0,17660,1054,9893,4080,0,0,0,18,1,0,0,0
5512,12502,2102,0,0,0,0,0,0,0,0,0,9748,1054,11555,677,0,0,0,18,1,0,0,0
1363,1382,2850,0,0,0,0,0,0,0,0,0,5025,1054,3250,1404,0,0,0,7,1,0,0,0
1954,14009,2875,0,0,0,0,0,0,0,0,0,5698,268,9893,4080,0,0,0,20,1,0,0,0
1260,2619,38,0,0,0,0,0,0,0,0,0,17584,1054,5824,4080,0,0,0,18,1,0,0,0
10000,2459,2834,0,0,0,0,0,0,0,0,0,2897,325,4334,5349,1,1,0,7,1,0,0,0
442,4299,2974,0,0,0,0,0,0,0,0,0,17764,80,11576,6051,0,0,0,1,1,0,0,0
2258,11988,2535,0,0,0,0,0,0,0,0,0,17759,316,4442,5356,1,1,0,7,1,0,0,0
5658,1469,2001,0,0,0,0,0,0,0,0,0,7482,1054,9893,4080,0,0,0,18,1,0,0,0
6586,9519,1478,0,0,0,0,0,0,0,0,0,4910,1054,4377,1861,0,0,0,1,1,0,0,0
2138,3946,106,0,0,0,0,0,0,0,0,0,5298,1054,8513,630,0,1,0,18,1,0,0,0
5,5852,2875,0,0,0,0,0,0,0,0,0,6974,1054,8503,4080,0,0,0,26,1,0,0,0
2121,597,2850,0,0,0,0,0,0,0,0,0,6688,1054,2584,1099,0,0,1,18,1,0,0,0
10592,11720,38,0,0,0,0,0,0,0,0,0,17612,1054,5824,4080,0,0,0,18,1,0,0,0
450,1983,2410,0,0,0,0,0,0,0,0,0,1138,1054,9893,4080,0,0,0,1,1,0,0,0
2923,8270,2319,0,0,0,0,0,0,0,0,0,16862,1295,5702,4080,0,1,0,18,1,0,0,0
2121,597,1756,0,0,0,0,0,0,0,0,0,17763,1054,2584,1099,0,0,1,18,1,0,0,0
4768,8106,2956,0,0,0,0,0,0,0,0,0,1420,626,9893,4080,0,0,0,18,1,0,0,0
450,12311,2853,0,0,0,0,0,0,0,0,0,2750,80,5521,2596,0,1,0,1,1,0,0,0
4457,13319,1869,0,0,0,0,0,0,0,0,0,17795,243,2372,545,0,0,0,18,1,0,0,0
9493,8154,2621,0,0,0,0,0,0,0,0,0,15930,1054,5307,4080,0,0,0,18,1,0,0,0
9450,9243,1314,0,0,0,0,0,0,0,0,0,8309,435,2925,5384,0,1,1,12,1,0,0,0
8432,3487,367,0,0,0,0,0,0,0,0,0,11767,651,7018,4080,0,1,1,18,1,0,0,1
3060,55,1735,0,0,0,0,0,0,0,0,0,5441,1054,2655,5757,0,1,1,18,1,0,0,0
6481,11323,2535,0,0,0,0,0,0,0,0,0,17768,1054,102,87,0,0,0,31,1,0,0,0
5520,6026,2539,0,0,0,0,0,0,0,0,0,8420,1054,3634,4080,0,0,0,18,1,0,0,0
7880,13294,2535,0,0,0,0,0,0,0,0,0,17773,1054,9893,4080,0,0,0,1,1,0,0,0
9924,5759,2875,0,0,0,0,0,0,0,0,0,17604,1054,3113,4080,0,0,0,12,1,0,0,0
2267,40,2259,0,0,0,0,0,0,0,0,0,17723,316,9893,4080,0,1,0,7,1,0,0,0
10876,13323,2977,0,0,0,0,0,0,0,0,0,4737,1054,9893,4080,0,0,0,18,1,0,0,0
7575,4093,1412,0,0,0,0,0,0,0,0,0,17793,849,4114,126,0,1,1,0,1,0,0,0
7749,3117,2875,0,0,0,0,0,0,0,0,0,7019,1054,6610,4080,0,0,0,12,1,0,0,0
6441,1699,1396,0,0,0,0,0,0,0,0,0,17746,1054,1558,3826,0,0,0,18,1,0,0,0
7105,3378,1697,0,0,0,0,0,0,0,0,0,17760,1054,295,1133,0,0,0,14,1,0,0,0
7749,3117,2875,0,0,0,0,0,0,0,0,0,9511,1054,6610,4080,0,1,0,12,1,0,0,0
4457,13319,1988,0,0,0,0,0,0,0,0,0,17592,243,2372,545,0,0,0,18,1,0,0,0
382,9751,1697,0,0,0,0,0,0,0,0,0,17701,1054,2649,989,0,0,0,18,1,0,0,0
2434,13095,1829,0,0,0,0,0,0,0,0,0,17713,1054,4444,4080,1,0,0,1,1,0,0,0
1260,2619,38,0,0,0,0,0,0,0,0,0,17584,1054,5824,4080,0,0,0,18,1,0,0,0
2938,4895,1174,0,0,0,0,0,0,0,0,0,5582,652,8310,4080,0,0,1,18,1,0,0,0
10618,12384,916,0,0,0,0,0,0,0,0,0,17688,1246,2391,5996,0,0,0,3,1,0,0,0
7650,12502,2100,0,0,0,0,0,0,0,0,0,9753,1054,11555,677,0,0,0,18,1,0,0,0
5752,13323,2978,0,0,0,0,0,0,0,0,0,6549,1054,9893,4080,0,0,0,18,1,0,0,0
7156,5841,2535,0,0,0,0,0,0,0,0,0,17758,75,9893,4080,0,0,0,1,1,0,0,0
2870,1778,1579,0,0,0,0,0,0,0,0,0,10396,434,41,3326,0,1,1,12,1,0,0,0
7829,1477,2595,0,0,0,0,0,0,0,0,0,7492,1054,9893,4080,0,0,0,18,1,0,0,0
2121,597,1784,0,0,0,0,0,0,0,0,0,6556,1054,2584,1099,0,0,1,18,1,0,0,0
450,13428,1478,0,0,0,0,0,0,0,0,0,5413,1054,6010,4080,0,0,0,1,1,0,0,0
532,13388,2506,0,0,0,0,0,0,0,0,0,5760,1054,3655,4876,0,1,0,31,1,0,0,0
447,10622,2432,0,0,0,0,0,0,0,0,0,17330,1054,8779,4080,0,0,1,18,1,0,0,0
11219,14677,1807,0,0,0,0,0,0,0,0,0,3711,1054,6147,4080,0,1,1,18,1,0,0,0
2429,2030,625,0,0,0,0,0,0,0,0,0,17809,1054,9893,4080,1,0,0,1,1,0,0,0
5658,1469,2001,0,0,0,0,0,0,0,0,0,7482,1054,9893,4080,0,0,0,18,1,0,0,0
5167,3641,1425,0,0,0,0,0,0,0,0,0,2009,1197,2917,4080,0,0,0,7,1,0,0,0
50,6863,506,0,0,0,0,0,0,0,0,0,1494,1054,109,2219,0,1,0,20,1,0,0,0
3287,574,2921,0,0,0,0,0,0,0,0,0,6995,1054,2432,4080,0,0,0,18,1,0,0,0
355,13388,2475,0,0,0,0,0,0,0,0,0,17618,1054,3655,4877,0,1,0,5,1,0,0,0
7024,7810,1487,0,0,0,0,0,0,0,0,0,11710,1054,5824,4080,0,0,0,18,1,0,0,0
1250,3114,2875,0,0,0,0,0,0,0,0,0,9257,434,6574,5253,0,0,0,9,1,0,0,0
2427,3419,2472,0,0,0,0,0,0,0,0,0,6110,1054,5892,3063,0,0,0,1,1,0,0,0
196,1373,625,0,0,0,0,0,0,0,0,0,17822,1054,9893,4080,0,0,0,18,1,0,0,0
7852,8541,1808,0,0,0,0,0,0,0,0,0,17598,995,7097,3182,0,0,1,18,1,0,0,0
9945,518,1807,0,0,0,0,0,0,0,0,0,17585,316,2747,19,0,0,1,18,1,0,0,0
6306,6669,3007,0,0,0,0,0,0,0,0,0,9088,651,10418,5396,0,1,0,18,1,0,0,1
2178,9228,2822,0,0,0,0,0,0,0,0,0,17389,1054,6691,4080,0,0,0,7,1,0,0,0
10631,2469,2528,0,0,0,0,0,0,0,0,0,7316,1054,1891,271,0,0,1,18,1,0,0,0
7105,13025,1799,0,0,0,0,0,0,0,0,0,17541,56,11882,5035,0,0,0,14,1,0,0,0
2877,3643,2528,0,0,0,0,0,0,0,0,0,2433,434,7801,5710,0,1,1,12,1,0,0,0
4781,1465,1799,0,0,0,0,0,0,0,0,0,6205,1054,9893,4080,0,0,0,18,1,0,0,0
4457,13319,2277,0,0,0,0,0,0,0,0,0,17671,243,2372,545,0,0,0,18,1,0,0,0
7250,14569,1412,0,0,0,0,0,0,0,0,0,9831,849,7291,5477,0,1,1,23,1,0,0,0
7107,12038,1987,0,0,0,0,0,0,0,0,0,3185,1054,7826,4518,0,0,0,18,1,0,0,0
4375,14492,1412,0,0,0,0,0,0,0,0,0,937,1007,8003,6060,0,1,1,23,1,0,0,0
8015,13337,38,0,0,0,0,0,0,0,0,0,17744,1054,9516,5781,0,0,0,0,1,0,0,0
9277,1209,2826,0,0,0,0,0,0,0,0,0,845,1039,345,343,0,1,1,7,1,0,0,0
6441,1699,2822,0,0,0,0,0,0,0,0,0,5687,1054,1558,3826,0,0,0,2,1,0,0,0
2440,13095,1345,0,0,0,0,0,0,0,0,0,7666,1054,4444,4080,1,0,0,1,1,0,0,0
3364,8737,1042,0,0,0,0,0,0,0,0,0,3367,1054,8453,4080,0,0,0,18,1,0,0,0
2138,3946,106,0,0,0,0,0,0,0,0,0,5298,1054,8513,630,0,1,0,18,1,0,0,0
7355,8729,2324,0,0,0,0,0,0,0,0,0,16860,434,476,4080,0,1,1,12,1,0,0,0
4902,14552,2895,0,0,0,0,0,0,0,0,0,6363,1054,6678,4080,0,0,1,18,1,0,0,0
3446,12699,1892,0,0,0,0,0,0,0,0,0,17553,1054,11572,4080,0,0,0,1,1,0,0,0
9570,9266,1579,0,0,0,0,0,0,0,0,0,9847,434,2922,3329,0,1,1,12,1,0,0,0
2114,10653,2982,0,0,0,0,0,0,0,0,0,8689,56,51,5966,0,0,0,14,1,0,0,0
9927,3130,2875,0,0,0,0,0,0,0,0,0,14133,1054,6597,4080,0,0,0,12,1,0,0,0
7340,5685,1412,0,0,0,0,0,0,0,0,0,11753,434,1896,6090,0,1,0,12,1,0,0,0
2430,13095,1763,0,0,0,0,0,0,0,0,0,8684,1054,4444,4080,1,0,0,1,1,0,0,0
72,553,2294,0,0,0,0,0,0,0,0,0,17623,1054,2441,4080,0,0,0,18,1,0,0,0
11213,8902,2535,0,0,0,0,0,0,0,0,0,5418,1054,9893,4080,0,0,0,18,1,0,0,0
484,42,1972,0,0,0,0,0,0,0,0,0,17749,80,11609,70,0,1,1,18,1,0,0,0
8500,505,2094,0,0,0,0,0,0,0,0,0,6333,1073,4767,348,0,1,0,31,1,0,0,0
10444,1267,1787,0,0,0,0,0,0,0,0,0,6230,1054,5739,4080,0,0,1,18,1,0,0,0
8975,1480,1248,0,0,0,0,0,0,0,0,0,7411,1054,9893,4080,0,0,0,18,1,0,0,0
11123,12007,2469,0,0,0,0,0,0,0,0,0,6928,1054,10014,4885,0,0,0,18,1,0,0,0
1258,2617,38,0,0,0,0,0,0,0,0,0,10737,1054,5824,4080,0,0,0,18,1,0,0,0
1985,11337,2203,0,0,0,0,0,0,0,0,0,17655,293,6004,1134,0,1,1,12,1,0,0,0
10444,14502,1787,0,0,0,0,0,0,0,0,0,6231,1054,5740,4080,0,0,1,18,1,0,0,0
2432,832,2358,0,0,0,0,0,0,0,0,0,17791,1054,9893,4080,0,0,0,18,1,0,0,0
451,3938,2875,0,0,0,0,0,0,0,0,0,17776,1054,187,1445,0,1,1,1,1,0,0,0
3740,7521,2535,0,0,0,0,0,0,0,0,0,17802,1054,5168,4080,0,0,0,1,1,0,0,0
3626,10670,625,0,0,0,0,0,0,0,0,0,144,1054,9893,4080,0,0,0,18,1,0,0,0
7717,8372,1573,0,0,0,0,0,0,0,0,0,7047,434,8450,5391,0,1,1,12,1,0,0,0
10784,9160,2834,0,0,0,0,0,0,0,0,0,6518,1258,5115,444,0,1,1,10,1,0,0,0
10000,2459,2834,0,0,0,0,0,0,0,0,0,2897,325,4334,5349,1,1,0,7,1,0,0,0
3057,1595,2044,0,0,0,0,0,0,0,0,0,3166,1054,9893,1181,1,0,1,18,1,0,0,0
1339,14512,2826,0,0,0,0,0,0,0,0,0,6546,192,4368,440,0,1,1,7,1,0,0,0
2432,832,2013,0,0,0,0,0,0,0,0,0,17669,1054,9893,4080,0,0,0,18,1,0,0,0
2444,12558,2108,0,0,0,0,0,0,0,0,0,5529,1054,5610,4080,0,0,0,1,1,0,0,0
474,5607,42,0,0,0,0,0,0,0,0,0,17801,1054,9271,4080,1,0,0,1,1,0,0,0
7282,11192,174,0,0,0,0,0,0,0,0,0,4939,1054,7462,1942,0,0,0,13,1,0,0,0
6764,6407,1392,0,0,0,0,0,0,0,0,0,17647,1054,7960,5101,0,0,0,31,1,0,0,0
3511,556,2539,0,0,0,0,0,0,0,0,0,5894,1054,2439,4080,0,0,0,18,1,0,0,0
3452,8871,1807,0,0,0,0,0,0,0,0,0,3438,1054,9893,4080,0,0,0,26,1,0,0,0
4456,12038,433,0,0,0,0,0,0,0,0,0,17545,1054,7826,4516,0,0,0,18,1,0,0,0
1954,14009,2875,0,0,0,0,0,0,0,0,0,5698,268,9893,4080,0,0,0,20,1,0,0,0
312,13388,2535,0,0,0,0,0,0,0,0,0,17596,1054,3655,4877,0,1,0,5,1,0,0,0
7788,570,2315,0,0,0,0,0,0,0,0,0,17658,1054,2437,4080,0,0,0,18,1,0,0,0
4456,12038,440,0,0,0,0,0,0,0,0,0,5495,1054,7826,4516,0,0,0,18,1,0,0,0
3740,7521,2535,0,0,0,0,0,0,0,0,0,17802,1054,5168,4080,0,0,0,1,1,0,0,0
7793,7384,625,0,0,0,0,0,0,0,0,0,17667,1054,9098,2063,0,0,1,12,1,0,0,0
532,13388,2546,0,0,0,0,0,0,0,0,0,17797,1054,3655,4876,0,1,0,31,1,0,0,0
1985,11337,2203,0,0,0,0,0,0,0,0,0,17655,293,6004,1134,0,1,1,12,1,0,0,0
1954,14009,2875,0,0,0,0,0,0,0,0,0,5698,268,9893,4080,0,0,0,20,1,0,0,0
2432,832,2805,0,0,0,0,0,0,0,0,0,17595,1054,9893,4080,0,0,0,18,1,0,0,0
10603,8946,3005,0,0,0,0,0,0,0,0,0,6374,1054,11648,4080,0,1,1,18,1,0,0,0
378,9749,2084,0,0,0,0,0,0,0,0,0,17587,1054,4367,953,0,0,0,18,1,0,0,0
2427,3419,2472,0,0,0,0,0,0,0,0,0,6110,1054,5892,3063,0,0,0,1,1,0,0,0
7631,3116,2875,0,0,0,0,0,0,0,0,0,4352,1054,6580,4080,0,0,0,12,1,0,0,0
4378,5050,1412,0,0,0,0,0,0,0,0,0,7131,849,6900,5484,0,1,1,23,1,0,0,0
7499,3118,2875,0,0,0,0,0,0,0,0,0,6287,434,6578,5253,0,0,0,12,1,0,0,0
2923,8270,2319,0,0,0,0,0,0,0,0,0,16862,1295,5702,4080,0,1,0,18,1,0,0,0
447,10622,2432,0,0,0,0,0,0,0,0,0,17330,1054,8779,4080,0,0,1,18,1,0,0,0
9927,3130,2875,0,0,0,0,0,0,0,0,0,14133,1054,6597,4080,0,0,0,12,1,0,0,0
8503,505,2094,0,0,0,0,0,0,0,0,0,11672,1073,4767,348,0,1,0,31,1,0,0,0
1365,8741,3007,0,0,0,0,0,0,0,0,0,6568,212,5135,2123,0,1,1,7,1,0,0,0
4457,13319,2829,0,0,0,0,0,0,0,0,0,5518,243,2372,545,0,0,0,18,1,0,0,0
3511,556,2539,0,0,0,0,0,0,0,0,0,5894,1054,2439,4080,0,0,0,18,1,0,0,0
9176,9113,1573,0,0,0,0,0,0,0,0,0,8249,435,8449,1171,0,1,1,12,1,0,0,0
