job_title,job_description,location,city,state,zip_code,apply_url,company_name,companydescription,uniq_id,crawl_timestamp,job_board,job_id,department,requirements,benefits,telecommuting,has_company_logo,has_questions,function,job_type,Full Time,I.T,fraudulent
12838,31,1899,0,0,0,0,0,0,0,0,0,17668,1054,4138,5355,1,1,0,31,0,0,0,1
14501,18,2875,0,0,0,0,0,0,0,0,0,6880,434,2921,4080,0,0,1,18,0,0,0,1
8403,23,1412,0,0,0,0,0,0,0,0,0,1204,849,6900,5483,0,1,1,23,0,0,0,1
3492,7,2850,0,0,0,0,0,0,0,0,0,7148,213,7852,3824,0,1,1,7,0,0,0,1
1474,18,1672,0,0,0,0,0,0,0,0,0,7481,1054,9893,4080,0,0,0,18,0,0,0,1
832,18,1997,0,0,0,0,0,0,0,0,0,17593,1054,9893,4080,0,0,0,18,0,0,0,1
628,1,1487,0,0,0,0,0,0,0,0,0,493,1054,5722,4080,0,0,0,1,0,0,0,1
7810,18,1487,0,0,0,0,0,0,0,0,0,11710,1054,5824,4080,0,0,0,18,0,0,0,1
8229,18,1703,0,0,0,0,0,0,0,0,0,3175,1054,6363,2741,1,0,1,18,0,0,0,1
571,18,2044,0,0,0,0,0,0,0,0,0,5849,1054,2442,4080,0,0,0,18,0,0,0,1
8737,6,1041,0,0,0,0,0,0,0,0,0,17799,1054,8453,4080,0,0,0,6,0,0,0,1
11170,7,2834,0,0,0,0,0,0,0,0,0,4594,733,2548,5808,0,1,1,7,0,0,0,1
7967,18,2985,0,0,0,0,0,0,0,0,0,10849,1054,9893,4080,0,0,0,18,0,0,0,1
14494,18,2833,0,0,0,0,0,0,0,0,0,4578,507,11544,337,0,1,1,18,0,0,0,1
14466,1,1249,0,0,0,0,0,0,0,0,0,17775,1054,11503,4080,0,0,0,1,0,0,0,1
12502,18,2094,0,0,0,0,0,0,0,0,0,9757,1054,11555,677,0,0,0,18,0,0,0,1
12051,7,1786,0,0,0,0,0,0,0,0,0,3644,218,1686,6019,1,0,0,7,0,0,0,1
3107,12,2875,0,0,0,0,0,0,0,0,0,4346,1152,3184,5252,0,0,0,12,0,0,0,1
11645,23,1413,0,0,0,0,0,0,0,0,0,11756,850,7947,1635,0,1,1,23,0,0,0,1
13095,1,2734,0,0,0,0,0,0,0,0,0,17555,1054,4444,4080,1,0,0,1,0,0,0,1
8402,12,1579,0,0,0,0,0,0,0,0,0,5472,434,6187,3327,0,1,1,12,0,0,0,1
10935,18,625,0,0,0,0,0,0,0,0,0,17771,1054,9893,4080,0,0,0,18,0,0,0,1
13683,8,1361,0,0,0,0,0,0,0,0,0,7353,1054,7892,2603,0,0,0,8,0,0,0,1
11439,10,2611,0,0,0,0,0,0,0,0,0,3242,1054,4339,4639,0,1,1,10,0,0,0,1
3635,12,1573,0,0,0,0,0,0,0,0,0,9971,435,8451,5382,0,1,1,12,0,0,0,1
9053,18,1579,0,0,0,0,0,0,0,0,0,2368,651,8437,4080,0,1,1,18,0,0,1,1
505,31,2094,0,0,0,0,0,0,0,0,0,11672,1073,4767,348,0,1,0,31,0,0,0,1
9094,12,1573,0,0,0,0,0,0,0,0,0,8288,434,8452,5481,0,1,1,12,0,0,0,1
11956,5,1487,0,0,0,0,0,0,0,0,0,17729,960,11067,4080,0,1,1,5,0,0,0,1
13600,7,2853,0,0,0,0,0,0,0,0,0,17583,1054,5629,4080,0,1,0,7,0,0,0,1
6471,18,1249,0,0,0,0,0,0,0,0,0,17564,1283,5631,73,1,1,1,18,0,0,0,1
1637,18,2535,0,0,0,0,0,0,0,0,0,17572,1054,9893,4699,0,0,0,18,0,0,0,1
3647,12,1580,0,0,0,0,0,0,0,0,0,9834,434,4745,3326,0,1,1,12,0,0,0,1
8298,0,1756,0,0,0,0,0,0,0,0,0,2379,1054,5532,1404,0,0,0,0,0,0,0,1
13388,31,2499,0,0,0,0,0,0,0,0,0,17659,1054,3655,4876,0,1,0,31,0,0,0,1
1469,18,2001,0,0,0,0,0,0,0,0,0,7482,1054,9893,4080,0,0,0,18,0,0,0,1
1699,22,2359,0,0,0,0,0,0,0,0,0,17602,1054,1558,3825,0,0,0,22,0,0,0,1
13389,31,2552,0,0,0,0,0,0,0,0,0,3614,1054,3655,177,0,1,0,31,0,0,0,1
1699,22,2359,0,0,0,0,0,0,0,0,0,17602,1054,1558,3825,0,0,0,22,0,0,0,1
8003,1,2535,0,0,0,0,0,0,0,0,0,4004,1054,6323,2583,0,0,0,1,0,0,0,1
7808,18,1487,0,0,0,0,0,0,0,0,0,17518,1054,9893,4080,0,0,0,18,0,0,0,1
7246,31,2657,0,0,0,0,0,0,0,0,0,6560,1054,7959,5100,0,0,0,31,0,0,0,1
5592,7,2734,0,0,0,0,0,0,0,0,0,843,207,4971,2045,0,1,1,7,0,0,0,1
858,26,1880,0,0,0,0,0,0,0,0,0,4967,1054,7586,1970,1,1,1,26,0,0,0,1
11988,7,1807,0,0,0,0,0,0,0,0,0,3609,316,4442,5356,1,1,0,7,0,0,0,1
2346,18,1249,0,0,0,0,0,0,0,0,0,5524,80,94,4080,1,0,0,18,0,0,0,1
11136,18,1579,0,0,0,0,0,0,0,0,0,11565,651,7337,4080,0,1,1,18,0,0,1,1
14269,18,625,0,0,0,0,0,0,0,0,0,2277,12,73,4080,0,0,0,18,0,0,0,1
1386,18,1249,0,0,0,0,0,0,0,0,0,6925,1054,10969,2620,1,1,1,18,0,0,0,1
3271,18,1341,0,0,0,0,0,0,0,0,0,1995,1054,8522,934,1,0,0,18,0,0,0,1
8155,18,2621,0,0,0,0,0,0,0,0,0,15581,1054,7710,4080,0,0,0,18,0,0,0,1
561,7,2875,0,0,0,0,0,0,0,0,0,17656,1054,5629,4248,0,1,0,7,0,0,0,1
1479,18,2693,0,0,0,0,0,0,0,0,0,17566,1054,9893,4080,0,0,0,18,0,0,0,1
3130,12,2875,0,0,0,0,0,0,0,0,0,14133,1054,6597,4080,0,0,0,12,0,0,0,1
14508,23,1412,0,0,0,0,0,0,0,0,0,11755,849,7291,5478,0,1,1,23,0,0,0,1
3128,12,2875,0,0,0,0,0,0,0,0,0,10112,1054,6596,5257,0,1,0,12,0,0,0,1
12094,7,1587,0,0,0,0,0,0,0,0,0,5254,316,6346,5378,1,0,0,7,0,0,0,1
1467,18,1249,0,0,0,0,0,0,0,0,0,7489,1054,9893,4080,0,0,0,18,0,0,0,1
7132,22,1487,0,0,0,0,0,0,0,0,0,17143,1054,5876,2229,0,0,0,22,0,0,0,1
13095,1,2013,0,0,0,0,0,0,0,0,0,17558,1054,4444,4080,1,0,0,1,0,0,0,1
4430,18,2982,0,0,0,0,0,0,0,0,0,8597,1054,9893,4080,0,0,0,18,0,0,0,1
5530,1,2535,0,0,0,0,0,0,0,0,0,17527,1054,11572,4080,0,0,0,1,0,0,0,1
505,31,1472,0,0,0,0,0,0,0,0,0,6799,1073,4767,348,0,1,0,31,0,0,0,1
2460,7,1750,0,0,0,0,0,0,0,0,0,4266,1300,4335,5351,1,1,0,7,0,0,0,1
4343,7,2535,0,0,0,0,0,0,0,0,0,12311,1054,253,5926,0,1,1,7,0,0,0,1
14375,18,625,0,0,0,0,0,0,0,0,0,14270,1054,9893,4080,0,0,0,18,0,0,0,1
3492,7,2826,0,0,0,0,0,0,0,0,0,4183,213,2629,1640,0,1,1,7,0,0,0,1
3579,18,2861,0,0,0,0,0,0,0,0,0,11507,1054,7051,810,0,1,0,18,0,0,0,1
13388,5,2575,0,0,0,0,0,0,0,0,0,3608,1054,3655,4877,0,1,0,5,0,0,0,1
8226,18,2535,0,0,0,0,0,0,0,0,0,17748,839,1325,4080,0,0,0,18,0,0,0,1
14269,18,625,0,0,0,0,0,0,0,0,0,2277,12,73,4080,0,0,0,18,0,0,0,1
7832,13,1852,0,0,0,0,0,0,0,0,0,4145,67,7458,4080,0,1,0,13,0,0,0,1
8016,12,2875,0,0,0,0,0,0,0,0,0,4448,1054,5315,4080,0,0,0,12,0,0,0,1
555,18,2559,0,0,0,0,0,0,0,0,0,6144,1054,2431,4080,0,0,0,18,0,0,0,1
5356,31,2662,0,0,0,0,0,0,0,0,0,6557,1054,7961,5104,0,0,0,31,0,0,0,1
6352,23,2875,0,0,0,0,0,0,0,0,0,14163,1054,7525,4080,0,0,0,23,0,0,0,1
3657,31,1972,0,0,0,0,0,0,0,0,0,4577,1079,9893,4080,0,0,0,31,0,0,0,1
10104,8,2672,0,0,0,0,0,0,0,0,0,17589,1054,2518,974,0,0,0,8,0,0,0,1
1,18,1249,0,0,0,0,0,0,0,0,0,5166,1054,5063,4080,0,0,1,18,0,0,0,1
7808,18,1487,0,0,0,0,0,0,0,0,0,17518,1054,9893,4080,0,0,0,18,0,0,0,1
9094,12,1573,0,0,0,0,0,0,0,0,0,8288,434,8452,5481,0,1,1,12,0,0,0,1
3272,18,1772,0,0,0,0,0,0,0,0,0,5434,1300,9893,4080,0,0,1,18,0,0,0,1
5050,23,1412,0,0,0,0,0,0,0,0,0,7131,849,6900,5484,0,1,1,23,0,0,0,1
561,7,2875,0,0,0,0,0,0,0,0,0,17656,1054,5629,4248,0,1,0,7,0,0,0,1
13384,0,1249,0,0,0,0,0,0,0,0,0,17661,350,4359,6051,1,0,1,0,0,0,0,1
8739,18,1032,0,0,0,0,0,0,0,0,0,997,1054,9893,4080,0,1,0,18,0,0,0,1
3267,7,2865,0,0,0,0,0,0,0,0,0,8832,1054,4368,3152,0,1,1,7,0,0,0,1
4301,1,2875,0,0,0,0,0,0,0,0,0,1843,80,1040,2600,0,0,0,1,0,0,0,1
14682,23,1413,0,0,0,0,0,0,0,0,0,11754,849,6726,1634,0,1,1,23,0,0,0,1
4436,18,1396,0,0,0,0,0,0,0,0,0,7477,1054,9893,4080,0,0,0,18,0,0,0,1
10304,1,1800,0,0,0,0,0,0,0,0,0,17638,76,8141,5067,0,0,1,1,0,0,0,1
4903,18,84,0,0,0,0,0,0,0,0,0,5585,652,9893,4112,0,0,0,18,0,0,0,1
42,18,1972,0,0,0,0,0,0,0,0,0,17749,80,11609,70,0,1,1,18,0,0,0,1
1463,18,1396,0,0,0,0,0,0,0,0,0,17627,1054,9893,4080,0,0,0,18,0,0,0,1
11955,5,1249,0,0,0,0,0,0,0,0,0,17741,1054,4347,3654,0,1,0,5,0,0,0,1
13337,0,38,0,0,0,0,0,0,0,0,0,17744,1054,9516,5781,0,0,0,0,0,0,0,1
11150,18,2736,0,0,0,0,0,0,0,0,0,2616,1054,4766,4040,0,0,0,18,0,0,0,1
14375,18,625,0,0,0,0,0,0,0,0,0,14270,1054,9893,4080,0,0,0,18,0,0,0,1
1479,18,2693,0,0,0,0,0,0,0,0,0,17566,1054,9893,4080,0,0,0,18,0,0,0,1
7720,4,2826,0,0,0,0,0,0,0,0,0,7177,476,11767,20,0,1,1,4,0,0,0,1
3096,12,625,0,0,0,0,0,0,0,0,0,1993,1054,6591,4080,0,1,0,12,0,0,0,1
1699,22,1709,0,0,0,0,0,0,0,0,0,5691,1054,1558,3825,0,0,0,22,0,0,0,1
1385,7,2594,0,0,0,0,0,0,0,0,0,17745,1054,8707,2707,0,0,0,7,0,0,0,1
5751,12,2875,0,0,0,0,0,0,0,0,0,6375,1054,4759,4080,0,0,0,12,0,0,0,1
13319,18,2287,0,0,0,0,0,0,0,0,0,17591,243,2372,545,0,0,0,18,0,0,0,1
8799,18,1962,0,0,0,0,0,0,0,0,0,7370,938,9612,4459,0,1,1,18,0,0,0,1
597,18,1797,0,0,0,0,0,0,0,0,0,6484,1054,2584,1099,0,0,1,18,0,0,0,1
3955,18,1560,0,0,0,0,0,0,0,0,0,3146,1054,6633,3228,0,0,0,18,0,0,0,1
3123,12,2875,0,0,0,0,0,0,0,0,0,2078,1054,6572,5008,0,1,0,12,0,0,0,1
9434,18,1487,0,0,0,0,0,0,0,0,0,17827,1054,9893,4080,0,0,0,18,0,0,0,1
3109,12,2875,0,0,0,0,0,0,0,0,0,9356,434,8648,5183,0,0,0,12,0,0,0,1
8798,18,1962,0,0,0,0,0,0,0,0,0,17653,938,9621,4459,0,1,1,18,0,0,0,1
7832,13,2092,0,0,0,0,0,0,0,0,0,8647,67,7458,4080,0,1,0,13,0,0,0,1
3643,12,2528,0,0,0,0,0,0,0,0,0,2433,434,7801,5710,0,1,1,12,0,0,0,1
8403,23,1412,0,0,0,0,0,0,0,0,0,1204,849,6900,5483,0,1,1,23,0,0,0,1
1456,18,2454,0,0,0,0,0,0,0,0,0,17732,1054,9893,4080,0,0,0,18,0,0,0,1
8397,12,2528,0,0,0,0,0,0,0,0,0,9833,434,7801,5712,0,1,1,12,0,0,0,1
1453,18,2001,0,0,0,0,0,0,0,0,0,17559,1054,9893,4080,0,0,0,18,0,0,0,1
4094,26,1412,0,0,0,0,0,0,0,0,0,11389,849,4116,5475,0,1,1,26,0,0,0,1
8677,12,911,0,0,0,0,0,0,0,0,0,2396,651,7336,5389,0,1,1,12,0,0,1,1
12038,18,1802,0,0,0,0,0,0,0,0,0,5506,1054,7826,4517,0,0,0,18,0,0,0,1
13095,1,1405,0,0,0,0,0,0,0,0,0,17532,1054,4444,4080,1,0,0,1,0,0,0,1
5810,1,2904,0,0,0,0,0,0,0,0,0,5943,1054,9893,4080,0,0,0,1,0,0,0,1
565,18,2815,0,0,0,0,0,0,0,0,0,12104,1054,2436,4080,0,0,0,18,0,0,0,1
3095,1,2875,0,0,0,0,0,0,0,0,0,1518,94,6593,4080,0,1,0,1,0,0,0,1
6406,31,2219,0,0,0,0,0,0,0,0,0,17774,1054,9893,5102,0,0,0,31,0,0,0,1
9112,12,1573,0,0,0,0,0,0,0,0,0,11770,434,3172,5387,0,1,1,12,0,0,0,1
12038,18,2827,0,0,0,0,0,0,0,0,0,17714,1054,7826,4518,1,0,0,18,0,0,0,1
13287,31,2560,0,0,0,0,0,0,0,0,0,3615,1054,3656,4875,0,1,0,31,0,0,0,1
832,18,2468,0,0,0,0,0,0,0,0,0,17690,1054,9893,4080,0,0,0,18,0,0,0,1
2469,18,2528,0,0,0,0,0,0,0,0,0,7316,1054,1891,271,0,0,1,18,0,0,0,1
1983,1,2410,0,0,0,0,0,0,0,0,0,1138,1054,9893,4080,0,0,0,1,0,0,0,1
3954,18,3007,0,0,0,0,0,0,0,0,0,5450,1054,6633,3228,0,0,1,18,0,0,0,1
13319,18,2287,0,0,0,0,0,0,0,0,0,17591,243,2372,545,0,0,0,18,0,0,0,1
12037,23,1412,0,0,0,0,0,0,0,0,0,14000,849,3628,4080,0,1,1,23,0,0,0,1
3955,18,1560,0,0,0,0,0,0,0,0,0,3146,1054,6633,3228,0,0,0,18,0,0,0,1
1473,18,1799,0,0,0,0,0,0,0,0,0,8594,1054,9893,4080,0,0,0,18,0,0,0,1
6471,18,1249,0,0,0,0,0,0,0,0,0,17564,1283,5631,73,1,1,1,18,0,0,0,1
14508,23,1412,0,0,0,0,0,0,0,0,0,11755,849,7291,5478,0,1,1,23,0,0,0,1
13319,18,1869,0,0,0,0,0,0,0,0,0,17795,243,2372,545,0,0,0,18,0,0,0,1
2859,18,1940,0,0,0,0,0,0,0,0,0,1217,1054,4617,4080,0,1,0,18,0,0,0,1
9815,7,2826,0,0,0,0,0,0,0,0,0,6566,190,398,5972,0,1,1,7,0,0,0,1
13095,1,2094,0,0,0,0,0,0,0,0,0,7663,1054,4444,4080,1,0,0,1,0,0,0,1
12037,23,1412,0,0,0,0,0,0,0,0,0,3269,849,3628,4080,0,1,1,23,0,0,0,1
6475,22,1399,0,0,0,0,0,0,0,0,0,17648,758,5558,4080,0,0,1,22,0,0,0,1
5069,0,2082,0,0,0,0,0,0,0,0,0,6128,1054,9893,4080,0,0,0,0,0,0,0,1
13323,18,2105,0,0,0,0,0,0,0,0,0,5720,1054,9893,4080,0,0,0,18,0,0,0,1
8739,6,1034,0,0,0,0,0,0,0,0,0,9090,1054,8454,4080,0,1,0,6,0,0,0,1
11720,18,38,0,0,0,0,0,0,0,0,0,17612,1054,5824,4080,0,0,0,18,0,0,0,1
832,18,2801,0,0,0,0,0,0,0,0,0,17574,1054,9893,4080,0,0,0,18,0,0,0,1
3094,12,2875,0,0,0,0,0,0,0,0,0,1935,1054,6587,4080,0,1,0,12,0,0,0,1
7245,31,2551,0,0,0,0,0,0,0,0,0,5610,1054,7960,5103,0,0,0,31,0,0,0,1
5069,0,2082,0,0,0,0,0,0,0,0,0,6128,1054,9893,4080,0,0,0,0,0,0,0,1
1257,1,1759,0,0,0,0,0,0,0,0,0,2739,1054,3216,2605,0,0,0,1,0,0,0,1
11988,7,1807,0,0,0,0,0,0,0,0,0,3609,316,4442,5356,1,1,0,7,0,0,0,1
3094,12,2875,0,0,0,0,0,0,0,0,0,1935,1054,6587,4080,0,1,0,12,0,0,0,1
597,18,1892,0,0,0,0,0,0,0,0,0,17637,1054,2584,1099,0,0,1,18,0,0,0,1
12929,18,646,0,0,0,0,0,0,0,0,0,4804,1054,2750,4080,0,0,1,18,0,0,0,1
4895,18,1174,0,0,0,0,0,0,0,0,0,5582,652,8310,4080,0,0,1,18,0,0,0,1
11133,1,2696,0,0,0,0,0,0,0,0,0,6056,243,10144,4583,1,0,0,1,0,0,0,1
5852,26,2875,0,0,0,0,0,0,0,0,0,6974,1054,8503,4080,0,0,0,26,0,0,0,1
10653,14,2982,0,0,0,0,0,0,0,0,0,8689,56,51,5966,0,0,0,14,0,0,0,1
540,18,1396,0,0,0,0,0,0,0,0,0,2444,1054,7531,4080,0,0,1,18,0,0,0,1
6932,12,1573,0,0,0,0,0,0,0,0,0,11542,435,8451,5381,0,1,1,12,0,0,0,1
13319,18,2600,0,0,0,0,0,0,0,0,0,17507,243,2372,545,0,0,0,18,0,0,0,1
540,18,1396,0,0,0,0,0,0,0,0,0,2444,1054,7531,4080,0,0,1,18,0,0,0,1
7832,13,1852,0,0,0,0,0,0,0,0,0,4145,67,7458,4080,0,1,0,13,0,0,0,1
3096,12,625,0,0,0,0,0,0,0,0,0,1993,1054,6591,4080,0,1,0,12,0,0,0,1
13319,18,2937,0,0,0,0,0,0,0,0,0,17522,243,2372,545,0,0,0,18,0,0,0,1
3111,12,2875,0,0,0,0,0,0,0,0,0,8677,1054,6583,5253,0,1,0,12,0,0,0,1
13319,18,1343,0,0,0,0,0,0,0,0,0,3194,243,2372,545,0,0,0,18,0,0,0,1
3106,12,2875,0,0,0,0,0,0,0,0,0,6621,434,6576,5259,0,0,0,12,0,0,0,1
13319,18,2089,0,0,0,0,0,0,0,0,0,3198,243,2372,545,0,0,0,18,0,0,0,1
11995,18,2286,0,0,0,0,0,0,0,0,0,17567,1300,9893,1944,0,0,0,18,0,0,0,1
12529,18,1959,0,0,0,0,0,0,0,0,0,17629,66,10773,1038,0,0,0,18,0,0,0,1
597,18,1892,0,0,0,0,0,0,0,0,0,17637,1054,2584,1099,0,0,1,18,0,0,0,1
1456,18,2454,0,0,0,0,0,0,0,0,0,17732,1054,9893,4080,0,0,0,18,0,0,0,1
5767,18,105,0,0,0,0,0,0,0,0,0,3326,1054,8514,4080,1,0,0,18,0,0,0,1
13319,18,1343,0,0,0,0,0,0,0,0,0,3194,243,2372,545,0,0,0,18,0,0,0,1
4904,18,84,0,0,0,0,0,0,0,0,0,17779,652,8543,4080,0,0,1,18,0,0,0,1
11149,1,2013,0,0,0,0,0,0,0,0,0,17625,253,6477,183,0,0,0,1,0,0,0,1
2469,18,2528,0,0,0,0,0,0,0,0,0,7316,1054,1891,271,0,0,1,18,0,0,0,1
597,18,1670,0,0,0,0,0,0,0,0,0,17686,1054,2584,1099,0,0,1,18,0,0,0,1
3270,18,2823,0,0,0,0,0,0,0,0,0,5432,320,4215,3013,0,0,0,18,0,0,0,1
505,31,2094,0,0,0,0,0,0,0,0,0,12433,1073,4767,348,0,1,0,31,0,0,0,1
13319,18,1343,0,0,0,0,0,0,0,0,0,3194,243,2372,545,0,0,0,18,0,0,0,1
3117,12,2875,0,0,0,0,0,0,0,0,0,7019,1054,6610,4080,0,0,0,12,0,0,0,1
8745,0,2066,0,0,0,0,0,0,0,0,0,16861,152,1972,4080,0,1,1,0,0,0,0,1
4300,1,2734,0,0,0,0,0,0,0,0,0,4565,80,1042,2600,0,0,0,1,0,0,0,1
10102,7,2826,0,0,0,0,0,0,0,0,0,17672,190,4386,336,0,1,1,7,0,0,0,1
9434,18,1487,0,0,0,0,0,0,0,0,0,17827,1054,9893,4080,0,0,0,18,0,0,0,1
3348,22,1954,0,0,0,0,0,0,0,0,0,8057,1326,7039,4080,0,0,0,22,0,0,0,1
11136,18,1579,0,0,0,0,0,0,0,0,0,11565,651,7337,4080,0,1,1,18,0,0,1,1
9112,12,1573,0,0,0,0,0,0,0,0,0,7344,434,3172,5386,0,1,1,12,0,0,0,1
12038,18,1342,0,0,0,0,0,0,0,0,0,17590,1054,7826,4517,0,0,0,18,0,0,0,1
1699,22,1709,0,0,0,0,0,0,0,0,0,5691,1054,1558,3825,0,0,0,22,0,0,0,1
11133,1,428,0,0,0,0,0,0,0,0,0,6058,243,10144,4583,0,0,0,1,0,0,0,1
8965,7,1478,0,0,0,0,0,0,0,0,0,2483,1054,7915,1404,0,0,0,7,0,0,0,1
47,18,1573,0,0,0,0,0,0,0,0,0,11503,849,6496,4796,0,1,1,18,0,0,0,1
1267,18,1787,0,0,0,0,0,0,0,0,0,6230,1054,5739,4080,0,0,1,18,0,0,0,1
14494,18,2833,0,0,0,0,0,0,0,0,0,4578,507,11544,337,0,1,1,18,0,0,0,1
6407,31,1392,0,0,0,0,0,0,0,0,0,17647,1054,7960,5101,0,0,0,31,0,0,0,1
1257,1,1759,0,0,0,0,0,0,0,0,0,2739,1054,3216,2605,0,0,0,1,0,0,0,1
3496,7,2850,0,0,0,0,0,0,0,0,0,17719,1054,4234,2531,0,0,0,7,0,0,0,1
7104,18,1249,0,0,0,0,0,0,0,0,0,16552,1054,9893,4080,0,0,0,18,0,0,0,1
